"﻿""id. Response ID""",Year Submitted Survey 2, Months Owned (total),oldcarmain,Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,dist1  [Route 1],How many road trips longer than 200 miles round-trip did you or your household complete with each car in the last 12 months (or the time you own the car if less than that)?  [{oldcarmain.NAOK}],{oldcarmain.NAOK} [Safety],Comfort,Refuelling/Recharging costs,Performance,Environmental impacts,"Vehicle Purchase Price (including rebates, discounts, etc.)",Reliability,Electric driving range,Convenience of charging,Driving assistance features,My household's pre-taxed income for the past tax year was in the following range,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Concatenate[[s]...s] Public DCFC] 2,MPG second vehicle in HH 2,"Lease (1 lease, 0 other)",lastpage. Last page
1005,2019,27,2016 Volkswagen e-Golf,84,BEV,Continued,35,Male,30.8,0,5,5,4,5,5,5,5,2,2,1,"$50,000 to $99,999",Level 1,No charging,No charging,45,1,40
1006,2019,53,2015 Tesla Model S,271,BEV,Original,75,Male,2.38,25,5,5,5,5,5,4,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,DC Fast,18,0,40
1007,2019,76,2014 Chevrolet Spark EV,82,BEV,Original,65,Male,2.2,0,5,5,5,5,5,4,5,3,4,5,I prefer not to answer,Level 2,,,18,0,40
1008,2019,33,2017 Chevrolet Volt,53,PHEV,Original,55,Female,28.91,3,5,4,5,5,5,4,5,4,4,5,"$300,000 to $349,999",Level 2,Level 2,No charging,116,0,40
1009,2019,58,2015 Tesla Model S,271,BEV,Original,65,Male,13.55,3,5,5,5,5,5,4,5,5,5,5,"$200,000 to $249,999",Level 2,Level 2,DC Fast,,0,40
1010,2019,44,2014 Ford C-Max Energi,20,PHEV,Continued,45,Male,32.82,0,3,2,2,2,4,2,1,1,3,1,"$250,000 to $299,999",Level 1,Level 1,No charging,12,0,40
1011,2019,36,2012 Nissan Leaf,84,BEV,Continued,65,Male,14.12,0,5,5,5,4,5,5,5,2,5,2,"$500,000 or more",Level 2,,Level 2,47,1,40
1012,2019,26,2017 Chevrolet Bolt EV,238,BEV,Original,65,Female,17.07,2,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,Level 2,No charging,24,0,40
1013,2019,36,2017 Toyota Prius Prime,25,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,24,0,1
1014,2019,63,2014 Toyota Prius Plug-in,11,PHEV,Original,55,Male,2.78,24,5,4,3,5,5,4,5,2,2,4,I prefer not to answer,Level 1,,,50,0,40
1015,2019,25,2018 Ford Fusion Energi Plug-in Hybrid,20,PHEV,Original,45,Male,2.87,6,4,5,2,4,4,2,5,1,2,4,"$150,000 to $199,999",Level 2,Level 2,No charging,130,1,40
1016,2019,23,2017 Tesla Model S AWD - 75D,249,BEV,Original,65,Male,7.8,3,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,,,29,0,40
1018,2019,49,2018 Chevrolet Volt,53,PHEV,Original,80,Male,4.87,0,5,4,5,5,5,5,5,5,5,4,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
1020,2019,49,2015 Nissan Leaf,84,BEV,Continued,,,,0,,,,,,,,,,,,Level 2,Level 2,Level 2,24,1,11
1021,2019,19,2018 Toyota Prius Prime,25,PHEV,Original,65,Male,3.62,20,5,5,5,5,5,5,4,4,5,5,"$300,000 to $349,999",Level 1,Level 2,No charging,40,0,40
1022,2019,34,2014 Toyota RAV4 EV,103,BEV,Continued,45,Male,2.95,0,5,5,5,4,5,4,5,2,3,4,"$500,000 or more",Level 2,,,24,1,40
1023,2019,32,2016 Fiat 500e,87,BEV,Discontinued,45,Female,15.22,0,3,4,4,5,5,5,5,3,3,3,"$200,000 to $249,999",Level 1,No charging,No charging,27,1,40
1024,2019,30,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,11.9,5,5,5,5,5,5,5,5,4,5,4,"$150,000 to $199,999",Level 2,No charging,No charging,18,1,40
1025,2019,,2013 Toyota RAV4 EV,103,BEV,Original,55,Male,,0,,,,,,,,,,,,No Charging,,,,0,13
1026,2019,19,2018 BMW i3 (94Ah),114,BEV,Original,65,Male,18.1,0,5,3,5,5,5,5,5,4,5,3,"$250,000 to $299,999",Level 2,No charging,DC Fast,130,0,40
1027,2019,21,2013 Ford Fusion Energi,20,PHEV,Discontinued,65,Female,,0,4,4,5,5,5,4,4,2,2,5,I prefer not to answer,Level 1,,,16,1,40
1028,2019,34,2017 Chevrolet Bolt EV,238,BEV,Original,65,Female,13.38,3,5,5,5,5,5,4,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,Level 2,98,1,40
1029,2019,33,2013 Fiat 500e,87,BEV,Continued,35,Male,12.55,0,3,2,5,4,5,5,1,2,5,3,"$100,000 to $149,999",Level 1,,Level 2,30,1,40
1030,2019,52,2014 Honda Accord Plug-in Hybrid,13,PHEV,Continued,65,Male,26.8,0,3,3,4,2,4,2,5,2,4,2,"$150,000 to $199,999",Level 1,,Level 2,23,0,40
1031,2019,20,2018 Tesla Model S 75D,249,BEV,Original,55,Male,29.3,4,5,5,5,5,5,4,5,5,5,5,"$100,000 to $149,999",Level 2,Level 2,DC Fast,37,0,40
1032,2019,29,2017 Chevrolet Bolt EV,238,BEV,Original,65,Male,24.18,0,5,4,5,5,5,4,5,5,5,3,"$100,000 to $149,999",Level 2,No charging,No charging,24,1,40
1033,2019,36,2015 Kia Soul EV,111,BEV,Continued,25,Male,2.77,0,4,4,4,4,4,4,2,3,2,3,I prefer not to answer,Level 1,No charging,No charging,17,1,40
1034,2019,,2012 Ford Focus Electric,76,BEV,Original,45,Male,15.29,0,5,5,5,5,5,5,5,3,4,2,"$150,000 to $199,999",No Charging,,,,0,40
1035,2019,19,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,45,Male,13.09,0,5,5,5,5,5,4,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,32,0,40
1036,2019,19,2017 Ford C-MAX Energi Plug-In Hybrid,20,PHEV,Original,55,Male,81.3,0,5,5,2,3,4,5,5,1,5,3,"$150,000 to $199,999",No Charging,,,42,1,40
1037,2019,41,2016 Nissan Leaf,84,BEV,Original,45,Decline to state,2.23,0,4,4,4,3,4,4,4,4,4,2,"$200,000 to $249,999",No Charging,DC Fast,No charging,24,1,40
1038,2019,31,2017 Toyota Prius Prime,25,PHEV,Original,45,Female,17.51,2,5,5,5,4,5,2,5,4,4,4,I prefer not to answer,Level 2,No charging,No charging,,0,40
1039,2019,11,2017 Toyota Prius Prime,25,PHEV,Discontinued,55,Male,8.2,0,5,5,5,5,5,5,5,4,5,5,"$50,000 to $99,999",Level 1,Level 2,No charging,31,0,40
1040,2019,35,2017 Chevrolet Volt,53,PHEV,Original,65,Male,27.13,20,5,4,5,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,Level 2,Level 2,,0,40
1041,2019,28,2013 Nissan Leaf,84,BEV,Continued,65,Female,23.23,0,5,1,5,4,5,5,5,2,5,3,"$100,000 to $149,999",Level 2,,,24,1,40
1042,2019,48,2014 Tesla Model S,271,BEV,Continued,75,Male,10.31,0,5,4,5,5,5,4,5,5,5,4,"$350,000 to $399,999",Level 2,,DC Fast,17,0,40
1043,2019,,2017 Toyota Mirai,300,,Original,45,Male,10.64,0,4,5,5,4,5,5,5,4,3,4,"$500,000 or more",No Charging,,,,0,40
1044,2019,47,2016 Ford Fusion Energi,20,PHEV,Original,55,Male,12.08,1,5,5,5,5,5,4,5,4,5,5,"$100,000 to $149,999",Level 2,Level 2,No charging,25,0,40
1045,2019,31,2013 Nissan Leaf,84,BEV,Discontinued,65,Female,15.57,0,4,4,5,5,5,5,5,3,2,3,"$250,000 to $299,999",Level 2,,,23,1,40
1046,2019,23,2018 Chevrolet Volt,53,PHEV,Original,35,Male,5.72,2,4,5,5,5,4,3,2,5,5,2,"$100,000 to $149,999",Level 1,No charging,No charging,48,1,40
1047,2019,38,2016 Tesla Model X,270,BEV,Original,65,Male,9.31,0,,,,,,,,,,,,Level 2,No charging,No charging,99,0,24
1048,2019,22,2018 Chevrolet Bolt EV,238,BEV,Original,65,Male,7.31,5,5,4,5,5,5,5,5,5,5,5,"$500,000 or more",Level 2,No charging,No charging,28,1,40
1049,2019,36,2016 Chevrolet Volt,53,PHEV,Continued,80,Male,,0,5,5,5,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,Level 2,,0,40
1050,2019,64,2015 Nissan Leaf,84,BEV,Continued,75,Male,,0,3,3,5,5,5,2,4,3,4,3,"$50,000 to $99,999",Level 1,No charging,No charging,26,1,40
1051,2019,73,2013 Fiat 500e,87,BEV,Original,45,Female,26.61,0,5,2,4,4,4,4,5,2,4,2,"$500,000 or more",Level 2,,Level 2,24,0,40
1052,2019,40,2015 Nissan Leaf,84,BEV,Continued,75,Female,5.78,0,5,5,5,5,5,5,5,4,5,5,"Less than $50,000",Level 1,No charging,No charging,,1,40
1053,2019,25,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,26.52,1,5,5,5,5,3,4,2,4,5,4,"$150,000 to $199,999",No Charging,Level 2,No charging,24,0,40
1054,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,65,Male,28.18,0,5,4,5,5,5,5,4,4,2,5,"$100,000 to $149,999",No Charging,Level 2,No charging,35,0,40
1055,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,15.04,0,5,5,4,5,5,4,5,2,4,4,"$100,000 to $149,999",Level 1,Level 1,No charging,24,1,40
1056,2019,24,2017 Chevrolet Volt,53,PHEV,Original,55,Male,4.21,6,5,5,5,5,5,3,5,4,4,5,"$50,000 to $99,999",Level 2,Level 1,No charging,,0,40
1057,2019,,2013 Nissan Leaf,84,BEV,Continued,45,Male,6.13,0,3,4,5,3,5,4,4,1,4,3,"$500,000 or more",No Charging,,,,0,40
1058,2019,37,2015 Fiat 500e,87,BEV,Continued,65,Male,15.24,0,5,5,5,5,5,5,5,2,5,3,,Level 1,,Level 1,38,1,33
1059,2019,,2013 Nissan Leaf,84,BEV,Original,25,Female,5.5,0,4,4,4,4,5,5,4,2,2,3,"Less than $50,000",No Charging,,,,0,40
1060,2019,28,2017 Chevrolet Bolt EV,238,BEV,Original,55,Male,,5,5,4,5,5,5,4,5,5,4,4,"$250,000 to $299,999",No Charging,Level 1,Level 2 & DC Fast,24,0,40
1061,2019,,2012 Toyota Prius Plug-in,11,PHEV,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,1
1062,2019,75,2014 Honda Accord Plug-in Hybrid,13,PHEV,Original,65,Male,11.26,1,5,5,5,5,5,3,5,2,4,5,"$150,000 to $199,999",Level 1,,Level 2,29,0,40
1063,2019,35,2016 Tesla Model X,270,BEV,Continued,35,Male,3.93,0,5,5,5,5,5,4,5,5,5,5,"$350,000 to $399,999",Level 2,No charging,No charging,29,1,40
1064,2019,36,2015 Nissan Leaf,84,BEV,Continued,35,Male,6.03,0,5,4,2,4,3,5,5,2,1,3,"$150,000 to $199,999",No Charging,Level 1,DC Fast,,1,40
1065,2019,70,2013 Tesla Model S,271,BEV,Continued,65,Male,4.98,0,5,5,5,5,5,4,5,4,5,5,"$100,000 to $149,999",Level 2,,,,0,40
1066,2019,32,2017 Chevrolet Bolt EV,238,BEV,Original,65,Male,28.56,5,3,5,5,5,5,4,5,5,5,5,"$150,000 to $199,999",Level 2,Level 2,No charging,42,1,40
1068,2019,38,2016 Tesla Model X,270,BEV,Original,35,Male,18.58,12,,,,,,,,,,,,No Charging,Level 2,DC Fast,,0,19
1069,2019,58,2015 Chevrolet Volt,53,PHEV,Original,55,Male,,0,,,,,,,,,,,,Level 2,Level 2,No charging,33,0,17
1070,2019,20,2018 Chevrolet Bolt EV,238,BEV,Original,55,Male,3.72,0,5,5,5,5,5,4,5,5,5,4,"$200,000 to $249,999",Level 2,No charging,No charging,28,0,40
1071,2019,33,2016 Volkswagen e-Golf,84,BEV,Original,25,Female,1.63,0,4,4,5,2,5,5,2,1,2,2,"$100,000 to $149,999",No Charging,Level 2,Level 2,24,0,40
1072,2019,23,2017 Chevrolet Volt,53,PHEV,Original,35,Female,3.08,0,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,Level 1,No charging,24,1,40
1073,2019,30,2017 Audi A3 Sportback e-tron,16,PHEV,Original,35,Male,17.36,0,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,No Charging,,,24,1,40
1074,2019,23,2017 Tesla Model 3 Long Range,310,BEV,Original,55,Male,17.9,5,5,5,5,5,5,3,5,5,5,5,"$300,000 to $349,999",Level 2,Level 2,No charging,48,0,40
1075,2019,23,2017 Honda Clarity EV,89,BEV,Original,65,Male,19.89,0,5,5,5,5,5,5,5,2,3,4,"$200,000 to $249,999",Level 1,Level 2,No charging,31,1,40
1076,2019,36,2014 Smart fortwo,68,BEV,Continued,55,Female,20.66,0,2,2,5,2,5,5,2,1,4,1,"$100,000 to $149,999",Level 1,,,31,1,40
1077,2019,,2012 Chevrolet Volt,53,PHEV,Original,,Decline to state,12.65,2,4,4,2,2,2,2,4,1,2,2,"$100,000 to $149,999",No Charging,,,,0,40
1078,2019,37,2013 Nissan Leaf,84,BEV,Continued,55,Male,8.59,0,4,5,5,4,4,5,5,3,4,3,"$500,000 or more",Level 2,,Level 2,24,1,40
1079,2019,26,2017 Chevrolet Bolt EV,238,BEV,Original,55,Female,48.92,0,4,4,5,5,5,4,5,4,4,3,"$100,000 to $149,999",Level 2,No charging,No charging,39,0,40
1080,2019,32,2017 Toyota Prius Prime,25,PHEV,Original,25,Male,14.52,0,4,3,5,5,4,5,4,3,4,4,"$100,000 to $149,999",No Charging,Level 1,No charging,,0,40
1081,2019,15,2015 BMW i3,81,PHEV,Continued,45,Male,3.24,0,5,5,5,5,5,4,4,4,4,4,"$150,000 to $199,999",Level 1,No charging,No charging,116,1,40
1082,2019,25,2017 Volkswagen e-Golf,84,BEV,Original,45,Male,7.41,1,5,5,5,4,5,5,5,2,4,5,"$350,000 to $399,999",Level 1,Level 2,No charging,17,0,40
1083,2019,32,2017 Chevrolet Bolt EV,238,BEV,Original,65,Male,1.28,1,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,,0,40
1084,2019,46,2014 Nissan Leaf,84,BEV,Continued,65,Male,3.37,0,,,,,,,,,,,,Level 2,,,24,1,23
1085,2019,21,2017 Fiat 500e,87,BEV,Original,65,Male,24.82,0,3,2,5,4,5,3,5,2,4,3,"$50,000 to $99,999",Level 2,No charging,No charging,29,1,40
1086,2019,,2017 Honda Clarity EV,89,BEV,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,8
1087,2019,20,2018 Tesla Model S 75D,249,BEV,Original,55,Female,14.01,10,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,DC Fast,50,0,40
1089,2019,35,2016 Volkswagen e-Golf,84,BEV,Discontinued,45,Male,14.33,0,5,5,5,5,5,4,5,2,4,2,"$150,000 to $199,999",Level 2,No charging,No charging,28,1,40
1090,2019,21,2017 Volkswagen e-Golf,84,BEV,Original,35,Male,14.15,0,5,5,5,5,5,5,5,4,5,4,"$350,000 to $399,999",Level 1,No charging,No charging,24,0,40
1091,2019,67,2014 Toyota Prius Plug-in,11,PHEV,Original,65,Male,5.59,0,5,5,4,5,4,5,5,1,5,4,I prefer not to answer,Level 1,,,50,0,40
1092,2019,23,2017 BMW i3 REX,81,,Original,65,Male,10.42,0,4,2,4,4,5,3,4,1,2,4,"$200,000 to $249,999",No Charging,Level 2,Level 2,,1,40
1093,2019,41,2013 Nissan Leaf,84,BEV,Discontinued,65,Male,41.53,0,4,2,5,4,5,2,5,1,2,3,"$100,000 to $149,999",Level 2,,,26,1,40
1094,2019,35,2017 Toyota Prius Prime,25,PHEV,Original,45,Male,8.99,1,5,5,5,4,4,4,5,2,4,4,"$50,000 to $99,999",Level 1,No charging,No charging,,1,40
1095,2019,52,2013 Nissan Leaf,84,BEV,Original,55,Female,4.52,0,5,5,5,5,5,3,5,2,5,3,"$150,000 to $199,999",Level 1,Level 2,No charging,95,0,40
1096,2019,26,2013 Fiat 500e,87,BEV,Discontinued,45,Male,39.27,0,3,2,5,5,5,5,1,4,5,5,"$350,000 to $399,999",Level 1,,Level 2,24,1,40
1097,2019,,2014 BMW i3,81,PHEV,Original,,,,0,,,,,,,,,,,,Level 2,Level 2,No charging,27,0,1
1098,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Male,3.99,3,4,4,5,5,3,2,2,4,4,4,"$100,000 to $149,999",Level 2,No charging,No charging,119,0,40
1099,2019,35,2013 Ford C-Max Energi,20,PHEV,Continued,55,Male,46.75,0,5,5,4,5,5,5,5,4,4,5,"$150,000 to $199,999",Level 1,,,,1,40
1101,2019,78,2013 Chevrolet Volt,53,PHEV,Continued,65,Male,53.23,0,5,5,5,5,5,5,5,4,4,5,"$150,000 to $199,999",Level 1,Level 1,No charging,38,0,40
1102,2019,27,2017 Toyota Prius Prime,25,PHEV,Original,75,Male,,0,5,5,5,5,5,5,5,4,5,5,"$150,000 to $199,999",Level 1,Level 1,No charging,24,0,40
1103,2019,20,2018 Tesla Model X 100D,295,BEV,Original,55,Male,,22,5,5,5,5,5,3,4,5,5,4,"$200,000 to $249,999",Level 2,No charging,DC Fast,48,0,40
1104,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,75,Male,52.75,1,5,5,5,5,5,4,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,103,0,40
1105,2019,26,2017 Tesla Model S (75 kW-hr battery pack),249,BEV,Original,35,Female,21.58,2,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,26,0,40
1106,2019,34,2016 Ford Fusion Energi,20,PHEV,Continued,65,Male,7.72,0,5,5,5,4,3,4,5,2,5,3,"$50,000 to $99,999",Level 1,Level 2,No charging,16,1,40
1107,2019,56,2014 Toyota Prius Plug-in,11,PHEV,Continued,45,Male,30.52,0,4,3,5,2,3,4,4,3,3,3,"$150,000 to $199,999",Level 1,,,17,0,40
1108,2019,21,2018 Ford Fusion Energi Plug-in Hybrid,20,PHEV,Original,65,Male,12.42,0,5,5,5,4,5,4,5,3,5,5,"$100,000 to $149,999",Level 2,Level 2,No charging,18,1,40
1109,2019,14,2015 Nissan Leaf,84,BEV,Discontinued,55,Male,23.77,0,5,5,5,5,5,5,5,2,3,4,"$100,000 to $149,999",Level 1,,Level 2 & DC Fast,,1,40
1110,2019,21,2018 Kia Niro Plug-in Hybrid,26,PHEV,Original,65,Female,1.5,2,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 1,No charging,No charging,24,0,40
1111,2019,21,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,55,Female,19.9,3,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,Level 2,Level 2,,0,40
1112,2019,24,2017 Chevrolet Volt,53,PHEV,Continued,55,Male,,0,3,3,4,4,4,4,3,2,5,3,"$150,000 to $199,999",Level 1,Level 1,No charging,24,1,40
1113,2019,33,2017 Chevrolet Volt,53,PHEV,Original,65,Male,8.94,0,,,,,,,,,,,,Level 2,Level 2,No charging,24,0,19
1114,2019,33,2017 Chevrolet Volt,53,PHEV,Original,45,Male,15.12,0,5,2,4,4,5,5,5,4,5,3,"$200,000 to $249,999",Level 1,Level 2,No charging,24,1,40
1115,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,0,10
1116,2019,32,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,,0,3,4,4,4,4,5,4,3,3,3,"$150,000 to $199,999",Level 1,No charging,No charging,,0,40
1117,2019,21,2017 Toyota Prius Prime,25,PHEV,Continued,35,Male,26.45,0,5,4,5,5,5,5,4,4,5,4,"$150,000 to $199,999",No Charging,,,18,0,40
1118,2019,,2016 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,Level 1,No charging,31,1,1
1119,2019,24,2017 Volkswagen e-Golf,84,BEV,Original,55,Male,0.06,1,5,4,5,5,5,5,5,4,5,3,"$50,000 to $99,999",Level 2,No charging,No charging,14,1,40
1120,2019,23,2018 Chevrolet Bolt EV,238,BEV,Original,45,Male,14.58,0,3,2,5,4,3,4,4,4,3,2,"$200,000 to $249,999",Level 2,No charging,No charging,23,1,40
1121,2019,24,2014 Nissan Leaf,84,BEV,Continued,35,Male,8.85,0,4,4,5,4,4,2,4,2,5,3,"$500,000 or more",No Charging,,Level 2 & DC Fast,24,1,40
1122,2019,20,2018 Ford Fusion Energi Plug-in Hybrid,20,PHEV,Original,65,Female,9.08,21,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,24,1,40
1123,2019,35,2014 Chevrolet Volt,53,PHEV,Continued,55,Male,14.9,0,5,4,5,4,5,4,5,3,4,4,"$50,000 to $99,999",Level 1,,,24,1,40
1124,2019,32,2015 Ford C-Max Energi,20,PHEV,Continued,55,Male,95.89,0,5,4,4,4,5,4,5,2,5,2,"$450,000 to $499,999",Level 1,No charging,Level 1,24,1,40
1126,2019,,2016 Toyota Mirai,300,,Continued,45,Male,36.96,0,5,5,5,4,5,5,5,4,5,5,"$200,000 to $249,999",No Charging,,,,0,40
1127,2019,46,2016 Audi A3 Sportback e-tron,16,PHEV,Original,,Female,1.97,0,5,5,5,5,5,4,5,4,4,3,I prefer not to answer,Level 1,No charging,No charging,,0,40
1128,2019,26,2017 Nissan Leaf,84,BEV,Original,65,Male,17.07,0,3,3,5,4,5,5,4,2,3,3,"$150,000 to $199,999",No Charging,Level 2,No charging,50,1,40
1129,2019,36,2013 Chevrolet Volt,53,PHEV,Continued,65,Male,2.54,0,5,3,5,5,5,5,5,4,5,5,"$150,000 to $199,999",Level 2,,,99,1,40
1130,2019,23,2017 Toyota Prius Prime,25,PHEV,Original,65,Male,20.79,2,5,5,5,5,5,5,5,4,5,5,"$200,000 to $249,999",Level 1,No charging,No charging,115,0,40
1131,2019,37,2016 Chevrolet Volt,53,PHEV,Continued,65,Male,,0,5,5,4,5,5,5,5,4,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,,1,40
1132,2019,92,2012 Toyota Prius Plug-in,11,PHEV,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,7
1133,2019,65,2014 BMW i3,81,BEV,Continued,65,Male,,0,,,,,,,,,,,,Level 2,,,,1,16
1134,2019,59,2013 Toyota Prius Plug-in,11,PHEV,Continued,45,Male,,0,3,2,5,2,5,5,3,1,4,2,"$100,000 to $149,999",Level 1,,Level 2,24,0,40
1135,2019,63,2015 Toyota Prius Plug-in,11,PHEV,Original,65,Female,17.05,24,5,5,5,4,4,4,5,4,4,4,"$400,000 to $449,999",Level 1,,Level 1,50,0,40
1137,2019,23,2015 Ford Fusion Energi Plug-in Hybrid,20,PHEV,Original,65,Male,2.19,0,,,,,,,,,,,,Level 1,No charging,No charging,,0,18
1138,2019,,2014 Ford C-Max Energi,20,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,Level 2,24,0,1
1139,2019,20,2017 Toyota Prius Prime,25,PHEV,Original,65,Male,19.84,1,4,2,1,5,5,4,5,1,1,5,"Less than $50,000",No Charging,Level 1,Level 1,,0,40
1140,2019,55,2014 Nissan Leaf,84,BEV,Continued,45,Female,35.1,0,5,5,3,5,5,2,3,1,5,4,"$50,000 to $99,999",Level 2,,,50,0,40
1141,2019,31,2016 Ford Fusion Energi,20,PHEV,Continued,65,Male,86.7,0,5,5,5,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,Level 2,26,1,40
1142,2019,47,2015 Nissan Leaf,84,BEV,Original,65,Male,34.81,0,5,5,5,5,5,5,5,2,2,5,"$50,000 to $99,999",Level 2,No charging,No charging,98,0,40
1143,2019,,2017 smart fortwo electric drive coupe,68,BEV,Original,,,,0,,,,,,,,,,,,No Charging,,,36,1,1
1144,2019,20,2016 Ford Fusion Energi,20,PHEV,Continued,55,Female,37.61,0,5,5,2,5,2,1,5,1,4,5,"$200,000 to $249,999",Level 1,Level 1,No charging,,1,40
1145,2019,26,2017 Chevrolet Bolt EV,238,BEV,Original,55,Male,17.71,0,4,2,5,4,5,5,5,4,4,4,"$200,000 to $249,999",Level 2,No charging,Level 2,92,1,40
1146,2019,38,2016 Tesla Model S,271,BEV,Original,75,Male,,2,4,3,5,5,5,2,5,5,5,5,"$500,000 or more",Level 2,No charging,No charging,24,0,40
1147,2019,,2016 Toyota Mirai,300,,Continued,55,Male,37.87,0,3,3,5,4,5,3,3,4,2,2,"$150,000 to $199,999",No Charging,,,,0,40
1148,2019,24,2017 Chevrolet Volt,53,PHEV,Original,55,Male,,0,,,,,,,,,,,,No Charging,Level 1,Level 1,24,1,16
1149,2019,24,2017 Ford Fusion Energi Plug-in Hybrid,20,PHEV,Original,55,Male,6.94,0,5,4,5,5,5,5,5,4,5,3,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
1150,2019,39,2014 smart fortwo,68,BEV,Continued,65,Male,4.22,0,4,4,4,4,4,4,4,2,4,2,"$50,000 to $99,999",Level 1,No charging,No charging,95,1,40
1151,2019,35,2017 Toyota Prius Prime,25,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,30,0,6
1152,2019,,2017 Toyota Mirai,300,,Original,35,Female,35.85,1,4,4,2,4,5,5,3,1,1,5,"$50,000 to $99,999",No Charging,,,,0,40
1153,2019,65,2012 Toyota Prius Plug-in,11,PHEV,Continued,55,Female,,0,5,5,5,5,5,3,5,5,5,5,I prefer not to answer,Level 1,No charging,Level 2,33,0,40
1154,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,45,Male,2.14,13,5,5,5,5,5,4,5,4,5,5,"$50,000 to $99,999",Level 2,Level 2,No charging,24,0,40
1155,2019,53,2015 Tesla Model S,271,BEV,Original,75,Male,9.54,700,5,5,5,5,5,3,4,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,24,0,40
1156,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,2.32,2,5,5,5,5,5,5,5,5,5,5,"$300,000 to $349,999",Level 1,No charging,No charging,,1,40
1157,2019,22,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,65,Male,,5,5,5,5,5,5,4,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,99,0,40
1158,2019,28,2017 Tesla Model X,270,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,0,8
1159,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,8.44,2,4,2,5,4,5,2,4,5,3,2,"$200,000 to $249,999",Level 2,Level 2,No charging,42,1,40
1160,2019,41,2016 Tesla Model X,270,BEV,Original,75,Male,14.97,5,5,5,5,5,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,No charging,No charging,38,0,40
1161,2019,47,2015 Nissan Leaf,84,BEV,Continued,,,,0,,,,,,,,,,,,Level 2,No charging,Level 2,24,1,1
1162,2019,23,2015 Tesla Model S,271,BEV,Discontinued,65,Female,25.35,0,4,5,4,5,5,3,5,2,3,4,"$300,000 to $349,999",Level 2,No charging,No charging,31,0,40
1163,2019,35,2017 Nissan Leaf,84,BEV,Continued,55,Male,3.67,0,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,DC Fast,25,1,40
1164,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Male,,20,5,5,5,5,5,4,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
1165,2019,,2018 Kia Soul Electric,111,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,Level 2 & DC Fast,46,1,1
